Nr;Art;Mag;KBN;Nazwa art. 1;Nr fabr;Nazwa art. 2;L/B;StanDost;Wart;OstRez;Dz;Dost;NrProc;Suf;Poz;TOK;CDS;MA Erf.;
279;5;130;LOOPUN39;UMYWALKA LOOP&FRIENDS 39 NABLATOWA B/O;61403901;Z/P BIAŁA;B;1.000;;1150403;S;VBME01;14087415;1;1000;STE;SCE;03513;
280;5;130;*DRCE;UMYWALKA SANTOSA 51x37,5 PODBLATOWA B/O;;B/P BIAŁA;;1.000;;1170109;S;DUHO01;14274577;1;15000;STF;SCF;03680;
281;5;130;MESTARCKUP55;! UMYWALKA ME by STARCK 55x45.5 Z/O Z/P;0378550000;PÓŁBLATOWA BIAŁA;B;1.000;;1170109;S;DUHO01;14274577;1;23000;STF;SCF;03680;
282;5;130;UCP3RU32050;RURA PERT/AL/PERT 32x3.0  50M  WIELOW.;1084024;MP3;B;50.000;;1170105;I;UPSO01;14276554;1;5000;STB;SCB;03740;
283;5;130;UCMRS2KM;KOLANO RS2 MODUŁOWE MOSIĄDZ PRESS/RS;1029138;;B;14.000;;1170105;I;UPSO01;14276554;1;13000;STB;SCB;03740;
284;5;130;UCMRS2A63;ADAPTER RS2x63  MOSIĄDZ PRESS/RS;1029125;;B;28.000;;1170105;I;UPSO01;14276554;1;14000;STB;SCB;03740;
285;5;130;UCPTRPP403232;TRÓJNIK REDUKCYJNY 40x32x32 PPSU PRESS;1046395;;B;6.000;;1170105;I;UPSO01;14276554;1;25000;STB;SCB;03740;
286;5;130;UCPTRPP503250;TRÓJNIK REDUKCYJNY 50x32x50 PPSU PRESS;1046399;;B;6.000;;1170105;I;UPSO01;14276554;1;26000;STB;SCB;03740;
287;5;130;UCMRS2TM;TRÓJNIK RS2 MODUŁOWY MOSIĄDZ PRESS/RS;1029142;;B;6.000;;1170105;I;UPSO01;14276554;1;27000;STB;SCB;03740;
288;5;130;UCMRS2A63;ADAPTER RS2x63  MOSIĄDZ PRESS/RS;1029125;;B;12.000;;1170105;I;UPSO01;14276554;1;28000;STB;SCB;03740;
289;5;130;UCMRS2A32;ADAPTER RS2x32  MOSIĄDZ PRESS/RS;1029122;;B;6.000;;1170105;I;UPSO01;14276554;1;29000;STB;SCB;03740;
290;5;130;UCPZRPP5040;ZŁĄCZKA REDUKCYJNA 50x40 PPSU PRESS;1046406;;B;6.000;;1170105;I;UPSO01;14276554;1;30000;STB;SCB;03740;
291;5;130;UCMRS2ZP;ZŁĄCZKA PROSTA RS2 MODUŁOWA MOSIĄDZ;1029144;PRESS/RS;B;4.000;;1170105;I;UPSO01;14276554;1;31000;STB;SCB;03740;
292;5;130;UCMRS2A63;ADAPTER RS2x63  MOSIĄDZ PRESS/RS;1029125;;B;4.000;;1170105;I;UPSO01;14276554;1;32000;STB;SCB;03740;
293;5;130;UCADZRS250;ADAPTER RS2x50  MOSIĄDZ PRESS/RS;1046941;;B;4.000;;1170105;I;UPSO01;14276554;1;33000;STB;SCB;03740;
294;5;130;UCP3RU32050;RURA PERT/AL/PERT 32x3.0  50M  WIELOW.;1084024;MP3;B;150.000;;1170105;I;UPSO01;14276554;1;38000;STB;SCB;03740;
295;5;130;UCMRS2KM;KOLANO RS2 MODUŁOWE MOSIĄDZ PRESS/RS;1029138;;B;7.000;;1170105;I;UPSO01;14276554;1;48000;STB;SCB;03740;
296;5;130;UCMRS2A63;ADAPTER RS2x63  MOSIĄDZ PRESS/RS;1029125;;B;14.000;;1170105;I;UPSO01;14276554;1;49000;STB;SCB;03740;
297;5;130;UCPTRPP403232;TRÓJNIK REDUKCYJNY 40x32x32 PPSU PRESS;1046395;;B;6.000;;1170105;I;UPSO01;14276554;1;62000;STB;SCB;03740;
298;5;130;UCPTRPP403240;TRÓJNIK REDUKCYJNY 40x32x40 PPSU PRESS;1046396;;B;4.000;;1170105;I;UPSO01;14276554;1;63000;STB;SCB;03740;
299;5;130;UCPZRPP5040;ZŁĄCZKA REDUKCYJNA 50x40 PPSU PRESS;1046406;;B;11.000;;1170105;I;UPSO01;14276554;1;65000;STB;SCB;03740;
300;5;130;UCPTPP50;TRÓJNIK 50 PPSU PRESS;1046391;;B;1.000;;1170105;I;UPSO01;14276554;1;66000;STB;SCB;03740;
301;5;130;UCMRS2TM;TRÓJNIK RS2 MODUŁOWY MOSIĄDZ PRESS/RS;1029142;;B;8.000;;1170105;I;UPSO01;14276554;1;67000;STB;SCB;03740;
302;5;130;UCMRS2A63;ADAPTER RS2x63  MOSIĄDZ PRESS/RS;1029125;;B;8.000;;1170105;I;UPSO01;14276554;1;68000;STB;SCB;03740;
303;5;130;UCMRS2A32;ADAPTER RS2x32  MOSIĄDZ PRESS/RS;1029122;;B;7.000;;1170105;I;UPSO01;14276554;1;69000;STB;SCB;03740;
304;5;130;UCADZRS250;ADAPTER RS2x50  MOSIĄDZ PRESS/RS;1046941;;B;9.000;;1170105;I;UPSO01;14276554;1;70000;STB;SCB;03740;
305;5;130;MODOU50;UMYWALKA MODO 50x40 Z/O Z/P BIAŁA;L31950000;;B;1.000;;1170120;S;GEWA01;14279562;1;4000;STD;SCD;03852;
306;5;130;#LFCE;UMYWALKA LIVING SQUARE 150x48 B/O B/P;H8164380001091LCC;MEBLOWA BIAŁA;;1.000;;1150123;S;ZWGL01;14074240;1;1000;STX;STX;03332;
307;5;130;NOVAPRO45ZSZB0;UMYWALKA NOVA PRO 45x35 PROSTOKĄTNA Z/O;M39024000;Z SZAFKĄ BIAŁY POŁYSK ZESTAW;B;1.000;;1161104;S;GEWA01;14257236;1;5000;SXA;SCA;03826;
308;5;130;GC9000IW20EB;KOCIOŁ BOSCH CONDENS GC9000IW 20EB CZERŃ;7736701282;GAZOWY KONDENSACYJNY WISZĄCY 1-FUNKCYJNY;B;1.000;;1161222;G;BOWA02;14270586;1;1000;TMP;TMP;03675;
309;5;130;NOTMWL2;MISKA WISZĄCA NOVA TOP BEZ BARIER 70CM;63500000;LEJOWA BIAŁA;L;1.000;;1140527;S;GEWA01;14003776;1;1000;STA;SCA;03826;
310;5;130;CWPVC300N;PŁASZCZ PVC DO COSMO E  300 NIEBIESKI;5930200;.;B;1.000;;1160620;G;WILE01;14206189;1;3000;STA;SCA;03826;
311;5;130;YONOSP2514DP;ZESTAW DWÓCH POMP CO YONOS PICO 25/1-4;4202986;OBIEGOWE PN6 1";L;1.000;;1161104;G;WIRA01;14244651;1;4000;STE;SCE;03513;
312;5;130;RURMAWM8;RURA MIEDZIANA MIĘKKA  8x1.0 50M W ZWOJA;RURMAWM08;CH CU;B;50.000;;1161013;I;MKHE01;14248437;1;3000;STA;SCA;03821;
313;5;130;CENTROVAL45TGM;ZLEWOZMYWAK TEGRANITOWY CENTROVAL 45-TG;88579;510 METALIC ALUMINIUM;B;1.000;;1170118;S;TKPR01;14281175;1;1000;STG;SCG;03681;
314;5;130;NOVAPI230AC;ZESTAW PISUAR FELIX Z AUTOMATYKĄ;2607RZ;RADAROWĄ 230V AC Z/ZASILACZEM ZINTEGR.;B;1.000;;1170120;S;GEWA01;14282061;1;1000;SXE;SCE;03513;
315;5;130;NOTOSCZ;OSŁONA STALOWA NOVA PRO JUNIOR;99006000;DO UMYWALKI CZERWONA;B;2.000;;1170120;S;GEWA01;14282230;1;2000;SXE;SCE;03675;
316;5;130;NOTOSCH;OSŁONA STALOWA NOVA PRO JUNIOR;99005000;DO UMYWALKI CHROMOWANA;B;3.000;;1170120;S;GEWA01;14282230;1;3000;SXE;SCE;03675;
317;5;130;NOTPI3;PISUAR NOVA PRO PICO DOPŁYW Z GÓRY;K26011000;ODPŁ. PION. KOMPLETUJ Z KBN: VGSZL112271;B;2.000;;1170120;S;GEWA01;14282230;1;4000;SXE;SCE;03675;
318;5;130;KINDMW;MISKA WISZĄCA KIND LEJOWA BIAŁA;201700000;;B;2.000;;1170120;S;GEWA01;14282230;1;5000;SXE;SCE;03675;
319;5;130;KINDSCZ;DESKA SEDESOWA KIND CZERWONA;573337000;CZERW/CZERW.;B;2.000;;1170120;S;GEWA01;14282230;1;6000;SXE;SCE;03675;
320;5;130;GEPET904040;TRÓJNIK HDPE 90° 40x 40;360159161;.;B;9.000;;1161031;I;GEWA01;14257889;1;2000;STB;SCB;03740;
321;5;130;GEPEZAK040;ZAŚLEPKA KOMPLETNA HDPE 40MM;360750161;;B;9.000;;1161031;I;GEWA01;14257889;1;3000;STB;SCB;03740;
322;5;130;GEPET905050;TRÓJNIK HDPE 90° 50x 50;361162161;.;B;10.000;;1161031;I;GEWA01;14257889;1;4000;STB;SCB;03740;
323;5;130;VSC20645P13Y;KOCIOŁ VSC 206/4-5 150+ ZESTAW;0010022820;PODSTAWOWY DO SYSTEMU SZACHTU;B;1.000;;1161124;G;VAWA01;14263444;1;1000;STG;SCG;03737;
324;5;130;TALSVBZST;BATERIA ZLEWOZMYWAKOWA TALIS S VARIARC;14870000;STOJĄCA CHROM;B;4.000;;1150806;S;HATA01;14123306;1;1000;SXB;SCB;03750;
325;5;130;DCODEU45;UMYWALKA D-CODE 45x34 Z/O Z/P BIAŁA;07054500002;;B;4.000;;1150804;S;DUHO01;14123306;1;2000;SXB;SCB;03750;
326;5;130;FOCBUST10CS;BATERIA UMYWALKOWA FOCUS 100 STOJĄCA;31621000;COOL START Z/MECH. ZAM. CHROM;B;4.000;;1150806;S;HATA01;14123306;1;3000;SXB;SCB;03750;
327;5;130;TALSVBZSTWW;BATERIA ZLEWOZMYWAKOWA TALIS S VARIARC;14872000;STOJĄCA Z WYCIĄGANĄ WYLWEKĄ CHROM;B;1.000;;1150730;S;HATA01;14123306;1;15000;SXB;SCB;03750;
328;5;130;#REH0;CZWÓRNIK NAROŻNIKOWY DN.110/110/110/87ST;11215641003;;;17.000;;1160720;I;REPR02;14214384;1;7000;STE;SCE;03675;
329;5;130;GEPET456350;TRÓJNIK HDPE 45° 63x 50;364112161;.;B;6.000;;1160927;I;GEWA01;14242503;1;14000;STC;SCC;03510;
330;5;130;GEPEKM63;KOMPENSACJA HDPE 63;364700161;.;B;1.000;;1160927;I;GEWA01;14242503;1;16000;STC;SCC;03510;
331;5;130;GEPERE11075;REDUKCJA HDPE MIMOŚRODOWA 110x 75;367576161;.;B;6.000;;1160927;I;GEWA01;14242503;1;20000;STC;SCC;03510;
332;5;130;GEPEUC63K;UCHWYT DO RUR HDPE 63 1/2";364841002;REGULOWANY;B;20.000;;1160927;I;GEWA01;14242503;1;31000;STC;SCC;03510;
333;5;130;#QUA00;FILTR DZIAŁKOWY DO CENTRALI XP10;QUA00;427x399x96 G4;;8.000;;1161129;K;QAGD01;14262595;1;1000;SXC;SCC;03510;
334;5;130;GEPET459050;TRÓJNIK HDPE 45° 90x 50;366112161;.;B;8.000;;1161214;I;GEWA01;14268439;1;32000;STC;SCC;03510;
335;5;130;GEPET459056;TRÓJNIK HDPE 45° 90x 56;366115161;.;B;7.000;;1161214;I;GEWA01;14268439;1;33000;STC;SCC;03510;
336;5;130;GEPEKM90;KOMPENSACJA HDPE 90;366700161;.;B;9.000;;1161214;I;GEWA01;14268439;1;36000;STC;SCC;03510;
337;5;130;#FRZS;FRANKE COLIBRI 620 ZLEWOZMYWAK 2 KOM.;1010294266;STAL NIERDZEWNA JEDWAB;;1.000;;1140822;S;FRRA01;14035440;1;2000;STA;SCA;03826;
338;5;130;GEPEZL50;ZŁĄCZE ŚRUBOWE KOMPLETNE HDPE 50;361740161;.;B;60.000;;1160518;I;GEWA01;14198202;1;6000;STC;SCC;03510;
339;5;130;#SHPI;NOŚNIK 80X80 R55 PÓŁOKRĄGŁY;2048;CENNIK WAŻNY OD 01.04.2012;;1.000;;1160610;S;SCMI01;14211079;1;1000;SXB;SCB;03332;
340;5;130;VGSPR452452;SYFON PRALKI/ZMYWARKI PODTYNKOWY 40/50;452452;PIONOWY TWORZYWO/BIAŁY;B;9.000;;1160913;S;VIWA01;14234864;1;1000;STC;SCC;03510;
341;5;130;PLATE1500PP;RUSZT PROSTY PLATE DO WYPEŁNIENIA 1500MM;601570;POŁYSK;B;1.000;;1161010;S;TEST01;14248669;1;2000;STA;SCA;03821;
342;5;130;CONELOPUK20114;CONEL PUR KOLANO 20/114MM (4");120305;;B;8.000;;1161202;I;IZCM02;14255036;1;1000;STB;SCB;03740;
343;5;130;DLAK1;AKCESORIA DO KOLAN ODPŁYWOWYCH;660015;EKSTRA NISKICH;B;1.000;;1161229;S;TEST01;14276032;1;24000;STF;SCF;03681;
344;5;130;FREEBP808025BI;BRODZIK PÓŁOKRĄGŁY BP/FREE 80x80x2.5;615040442001000;BIAŁY ZE STELAŻEM (Ź90);B;1.000;;1170117;S;SAST01;14278901;1;3000;SXF;STF;03332;
345;5;130;UCP3ROP06;ROZDZIELACZ OGRZ.PODŁ.6-OBW.Z PRZEPŁYWOM;9994015;IERZAMI ST.NIERDZ.MP3;B;2.000;;1170120;I;UPSO01;14281823;1;1000;STA;SCA;03826;
346;5;130;UCP3ROZM1;ZESTAW MIESZAJĄCY UM-CE-W MP3;9926560;;B;2.000;;1170120;I;UPSO01;14281823;1;2000;STA;SCA;03826;
347;5;130;UCP3ZK20;ZAWÓR KULOWY 1" DO RODZIELACZA MP3;9994000;;B;6.000;;1170120;I;UPSO01;14281823;1;3000;STA;SCA;03826;
348;5;130;UCP3RO104;ROZDZIELACZ 1" 4-OBW  Z NYPLAMI MOSIĄDZ;9994024;MP3;B;1.000;;1170120;I;UPSO01;14281823;1;4000;STA;SCA;03826;
349;5;130;UCP3RO105;ROZDZIELACZ 1" 5-OBW  Z NYPLAMI MOSIĄDZ;9994025;MP3;B;1.000;;1170120;I;UPSO01;14281823;1;5000;STA;SCA;03826;
350;5;130;UCP3KGW1615;KOLANO GW 16x1/2" MOSIĄDZ MP3;1083771;;B;60.000;;1170120;I;UPSO01;14282129;1;1000;STE;SCE;03513;
351;5;130;UCP3KGZ1615;KOLANO GZ 16x1/2" MOSIĄDZ MP3;1083768;;B;160.000;;1170120;I;UPSO01;14282129;1;2000;STE;SCE;03513;
352;5;130;CERSANIA50;UMYWALKA CERSANIA NEW 50x38,5 MEBLOWA;K110044;Z/O Z/P BIAŁA;B;1.000;;1150219;S;CEKI01;14076782;1;3000;SXA;SCA;03826;
353;5;130;MERIDAMKD;MISKA KOMPAKTOWA MERIDA ODPŁYW POZ.;K03014;Z DOLNOPŁUKIEM 3/6 Z DESKĄ MIĘKKĄ PP;B;1.000;;1150219;S;CEKI01;14076782;1;7000;SXA;SCA;03826;
354;5;130;ERGOWP7016;WANNA PROSTOKĄTNA FREE LINE 160x70;610040005001000;BIAŁA EW ZE STELAŻEM;B;1.000;;1170117;S;SAST01;14280659;1;4000;SXC;SCC;03510;
355;5;130;TX5BD290SBW0;KABINA PÓŁOKRAGŁA TX5B 90x190 OTWIERANA;600271043038401;SR.BŁYSZ./W0 GLASS PROT. 2-SKRZYDŁA;B;1.000;;1170117;S;SAST01;14280659;1;6000;SXC;SCC;03510;
356;5;130;IKA7B075;PODGRZEWACZ CWU FISH  750 S2;502512075;DUO SOLAR (SZARY);B;1.000;;1131113;G;SURA01;13075463;1;1000;SXE;SCE;03513;
357;5;130;VAR3604E;CENTRALA WENTYLACYJNA RECOVAIR VAR360/4E;0010019692;Z ODZYSKIEM CIEPŁA;B;1.000;;1161202;K;VAWA01;14262874;1;1000;STA;SCA;03826;
358;5;130;AQAZNGN2020NS;GŁOWICA NATRYSKU A-QA NEW 200X200MM;645200500;Z PRZEGUBEM KULOWYM CHROM;B;1.000;;1170118;S;KLOP01;14281093;1;22000;SXF;SCF;03332;
359;5;130;TALCBUST;BATERIA UMYWALKOWA TALIS CLASSIC STOJĄCA;14111000;Z/MECH. ZAM. CHROM;B;1.000;;1170119;S;HATA01;14279020;1;8000;STC;SCC;03680;
360;5;130;METRBWPEN;BATERIA WANNOWA METRIS PODTYNKOWA;31493000;CHROM DO 01800180;B;1.000;;1170119;S;HATA01;14279020;1;31000;STC;SCC;03680;
361;5;130;FFLEXC25;SPRZĘGŁO HYDRAULICZNE FLEXBALANCE C 1";28381;FLEXBALANCE ECOPLUS C  60KW;B;1.000;;1151109;G;FLPO01;14151914;1;1000;STC;SCC;03727;
362;5;130;EDIT11UNP;UCHWYT NA PAPIER TOALETOWY EDITION 11;11162010000;CHROM;B;1.000;;1170111;S;KEHE01;14277568;1;2000;STF;STF;03682;
363;5;130;EDIT11ZSW;ZESTAW SZCZOTKI WISZĄCEJ EDITION 11;11164019000;CHROM;B;1.000;;1170111;S;KEHE01;14277568;1;3000;STF;STF;03682;
364;5;130;EDIT11DMCS;DOZOWNIK MYDŁA EDITION 11 ŚCIENNY;11152019000;CHROM/SZKŁO;B;1.000;;1170111;S;KEHE01;14277568;1;4000;STF;STF;03682;
365;5;130;EDIT11HRA;HACZYK NA RĘCZNIK EDITION 11;11114010000;CHROM;B;1.000;;1170111;S;KEHE01;14277568;1;5000;STF;STF;03682;
366;5;130;EDIT11WNRDC;WIESZAK EDITION11 NA RĘCZNIK 340MM;11119010000;DWURAMIENNY CHROM;B;1.000;;1170111;S;KEHE01;14277568;1;6000;STF;STF;03682;
367;5;130;EUPRNM9LM;RĄCZKA NATRYSKOWA EUPHORIA MASSAGE;27239000;9,4L/MIN CHROM;B;1.000;;1170113;S;GRHE01;14272835;1;7000;SXB;SCB;03737;
368;5;130;RAICGN21SC9L;GŁOWICA NATRYSKU RAINSHOWER COSMOPOLITAN;26062000;FI 210 RAM.286MM ŚCIEN. PRZE.9.5L CHROM;B;1.000;;1170113;S;GRHE01;14272835;1;10000;SXB;SCB;03737;
369;5;130;RAIUNB;UCHWYT NATRYSKU ŚCIENNY RAINSHOWER;27055000;BOCZNY CHROM;B;1.000;;1170113;S;GRHE01;14272835;1;12000;SXB;SCB;03737;
370;5;130;*VOCE1;PÓŁPOSTUMENT DO UMYWALKI HOMMAGE BIAŁY;;C.PL.;;1.000;;1101209;S;VBME01;7664359;1;1000;STX;STX;03719;
371;5;130;BOZZWW;WYLEWKA WANNOWA BOZZ ŚCIENNA 3/4";3850505;CHROM;B;1.000;;1170118;S;KLOP01;14280453;1;4000;SXF;STF;03332;
372;5;130;ZENTABU6;BATERIA UMYWALKOWA ZENTA ŚC.PODT.EL.NAT;382440575;WYL. 170 MM CHROM  DO 38243;B;1.000;;1170118;S;KLOP01;14280453;1;6000;SXF;STF;03332;
373;5;130;ZENTABWPZZ;BATERIA WANNOWA ZENTA PODT.EL.NAT.;386570575;Z ZAW. ZWROTNYM CHROM     D0 88011;B;1.000;;1170118;S;KLOP01;14280453;1;7000;SXF;STF;03332;
374;5;130;BINSBZSTM;BATERIA ZLEWOZMYWAKOWA BINGO STAR STOJ.;428360578;MULTI CHROM;B;4.000;;1160323;S;KLOP01;14187075;1;1000;STE;SCE;03648;
375;5;130;REMOBRCI28M;OBCINAK DO RUR RAS CU-INOX  3-28MM MINI;113240R;.;B;2.000;;1170120;I;REPR01;14282601;1;1000;SXE;SCE;03675;
376;5;130;DRSOOS5040;OSŁONA SYFONU CHROM;0050401000;.;B;1.000;;1150629;S;DUHO01;14113194;1;1000;GR4;GR4;03679;
377;5;130;UCPTRPP503250;TRÓJNIK REDUKCYJNY 50x32x50 PPSU PRESS;1046399;;B;7.000;;1170120;I;UPSO01;14276554;1;64000;STB;SCB;03740;
378;5;130;GEPERE7540;REDUKCJA HDPE MIMOŚRODOWA  75x 40;365558161;.;B;1.000;;1170103;I;GEWA01;14277279;1;25000;STC;SCC;03510;
379;5;130;GEPEKM110;KOMPENSACJA HDPE 110;367700161;.;B;1.000;;1170103;I;GEWA01;14277279;1;44000;STC;SCC;03510;
380;5;130;PUREGN18R30;GŁOWICA NATRYSKU PURE FI 180MM RAMIĘ;B47B3029105N;300MM CHROM;B;1.000;;1161021;S;NIAE01;14250828;1;13000;STE;SCE;03513;
381;5;130;BRXB7667338;ZAWÓR GAZOWY DO PWHC;7667338;;B;1.000;;1170118;G;BRRA01;14268889;1;4000;TMP;TMP;03740;
382;5;130;BRXA7667367;CZUJNIK TEMPERATURY ZASILANIA DO PWHC;7667367;NTC;B;1.000;;1170118;G;BRRA01;14268889;1;8000;TMP;TMP;03740;
383;5;130;BRXA7667386;TURBINA PRZEPŁYWU WODY DO PWHC;7667386;;B;1.000;;1170118;G;BRRA01;14268889;1;9000;TMP;TMP;03740;
384;5;130;NOVAPROCH;PRZYCISK WC NOVA PRO CHROM DO GT;94160002;;B;2.000;;1150313;S;GEWA01;14088520;1;4000;STA;SCA;03679;
385;5;130;FK0632AA;FILTR DO WODY FK06 5/4"  100UM;FK06114AA;Z OPŁUKIWANIEM, REGULATOR CIŚNIENIA;B;2.000;;1161006;U;HOWA01;14243465;1;1000;STE;SCE;03675;
386;5;130;#DRDR;DURAVIT WSPORNIK KONSOLI CHROM;PV9933;OSPRZĘT CENNIK 01.01.2015;;1.000;;1150629;S;DUHO01;14110644;1;1000;STC;SCC;03648;
387;5;130;DZTGW040;ZAWÓR DO WSPAWANIA GAZ DN40 PN40 KULOWY;7410240040;DZT GAZOWY;B;1.000;;1130705;G;DZDZ01;12435312;1;1000;STE;SCE;03513;
388;5;130;RHUP0310;UCHWYT PAPIERU TOAL. B/PRZYKR. PORĘCZ PO;L1103100;NA PORĘCZ POŁYSK FUNKTION STAL NIERDZEWN;B;1.000;;1150814;S;GEWA01;14123306;1;12000;SXB;SCB;03750;
389;5;130;WBROZZ;ZAŚLEPKA ROZDZIELACZA Q&E PPSU 1" PE-XA;1048004;;B;3.000;;1170120;I;UPSO01;14281555;1;1000;STE;SCE;03675;
390;5;130;ELGPMBL5620;PMBL5620 ROZGAŁĘŹNIK LG DO MULTI F;ELGPMBL5620;SYSTEMY MULTI FDX (FM41AH.FM49AH.FM57AH);B;1.000;;1151006;K;LGWR01;14141331;1;2000;STG;SCG;03513;
391;5;130;FOCBUST19W;BATERIA UMYWALKOWA FOCUS 190 STOJĄCA;31608000;WYSOKA Z/MECH. ZAM. CHROM;B;1.000;;1170119;S;HATA01;14281093;1;1000;SXF;SCF;03332;
392;5;130;FOCBBST;BATERIA BIDETOWA FOCUS STOJĄCA;31920000;Z/MECH.ZAM. CHROM;B;1.000;;1170119;S;HATA01;14281093;1;2000;SXF;SCF;03332;
393;5;130;ECOSEBTPENZZ3;! BATERIA TERMOSTATYCZNA ECOSTAT E;15708000;PODTYNKOWA Z ZAW.ODC. Z PREŁ. CHROM;B;1.000;;1170119;S;HATA01;14281093;1;16000;SXF;SCF;03332;
394;5;130;WADKASUS110;USZCZELKA TURBO 110;852110000;WADEX;B;6.000;;1161026;G;WAWR01;14254563;1;1000;TMP;TMP;03675;
395;5;130;#DRDR;ZAWIAS DO DESKI D-CODE ZAWIAS ZWYKŁY;0061391000;OSPRZĘT CENNIK 01.01.2015;;1.000;;1150102;S;DUHO01;14072347;1;1000;STX;STX;03679;
396;5;130;#DTSO;DORNBRACHT MEM SYFON CYPRUM;1006078049;CENNIK 2016 (OD 01.04.2016);;1.000;;1160315;S;DOIS01;14186810;1;1000;STX;STX;03679;
397;5;130;BOXCH;PRZYCISK WC BOX DO GT CHROM;94161002;;B;1.000;;1151221;S;GEWA01;14164861;1;1000;SXC;SCC;03514;
398;5;130;ZPZSB143CGP;ZESTAW PRZEZBR.ZSB-14-3C NA GAZ PŁYNNY;87160127590;;B;1.000;;1161117;G;BOWA02;14263010;1;1000;STE;SCE;03513;
399;5;130;#XX;GŁOWICA DO BATERII CLIVIA B2144AA;;UWAGA-KALK.OD C.ZAKUPU;;1.000;;1141007;S;IDWR01;14044778;1;3000;SXE;SCE;03648;
400;5;130;CLIVIABZXU;USZCZELKI POD GŁOWICĘ KOMPL (3 SZT.);A961155NU;;B;1.000;;1141007;S;IDWR01;14044778;1;2000;SXE;SCE;03648;
401;5;130;GEPEKM63;KOMPENSACJA HDPE 63;364700161;.;B;1.000;;1170116;I;GEWA01;14281367;1;21000;STC;SCC;03510;
402;5;130;#DTAS;PERLATOR DO BATERII SQUARE;0423010240000;CENNIK 2016 (OD 01.04.2016);;1.000;;1150121;S;DOIS01;14076334;1;1000;STF;SCF;03679;
403;5;130;GEPEEM040;ELEKTROMUFA HDPE 40MM;360771161;;L;8.000;;1140806;I;GEWA01;14029849;1;13000;STE;SCE;03675;
404;5;130;#SYS;CZERPNIA/WYRZUTNIA CVVX 200;5564;CENNIK 20.02.2007;;3.000;;1120314;K;SYMR01;9905484;1;1000;SXB;SCB;03740;
405;5;130;#IKA;ZESTAW POŁĄCZ DO 3 KOL Z 4 WYJŚCIAMI;IKA;UWAGA-KALK.OD C.ZAKUPU;;1.000;;1120809;G;SURA01;10765552;1;1000;TMP;TMP;03675;
406;5;130;#TMGR1;GRZEJNIK ŁAZ.POC 530*450 (302W) BIAŁY;GPOC054BIP300;PODŁĄCZENIE PRAWE 50CM;;1.000;;1120921;G;TEGD01;10988079;1;1000;GR4;GR4;03674;
407;5;130;CN33KV9001200;GRZEJNIK COSMO 33KV 900x1200 (3865W);F1G3309012010000;PŁYTOWY;B;1.000;;1161104;G;VNWA01;14251218;1;24000;STE;SCE;03675;
408;5;130;ERGOWA1610P;WANNA ASYMETRYCZNA FREE LINE 160x100;610040089001000;BIAŁA EW ZE STELAŻEM;B;1.000;;1170117;S;SAST01;14279020;1;27000;STC;SCC;03680;
409;5;130;ERGOWAP1610P;OBUDOWA WANNY ASYMETR. FREE LINE 160x100;620040164001000;BIAŁA EW;B;1.000;;1170117;S;SAST01;14279020;1;28000;STC;SCC;03680;
410;5;130;DIPKOSI11TE;PAKIET KOMFORT SI11TE:POMPA,BUFOR,PODGRZ;PKFRTSI11TE2;EWACZ,ROZDZIELACZ,3 POMPY,GRZAŁKA;B;1.000;;1160921;G;DIPO01;14240425;1;1000;STC;SCC;03510;
411;5;130;#DI01;DOPŁATA DO ZAMIANY BUFORA NA PSP100E;DI01;;;1.000;;1160928;G;DIPO01;14240425;1;2000;STC;SCC;03510;
412;5;130;MCA600;UCHWYT GRZEJNIKA MONCLAC MCA600;51872207;.;B;10.000;;1130708;G;SINO01;12440466;1;1000;STE;SCE;03513;
413;5;130;#JS02;KOCIOŁ SUPRALINE KN 15-8 E GZ50 15KW;7715130010983;CENNIK 15.03.2016;;1.000;;1120411;G;BOWA02;10102243;1;1000;STX;STX;03674;
414;5;130;UNO2BUSCP16;BATERIA UMYWALKOWA UNO 2 PODTYNKOWA;38113000;WYLEWKA 165MM CHROM  DO13622180;B;1.000;;1170119;S;HATA01;14276474;1;6000;STF;SCF;03332;
415;5;130;PHABUSCP;! BATERIA UMYWALKOWA PHASE PODTYNKOWA;PHA109SACP;CHROM;B;1.000;;1170116;S;VACH01;14273362;1;16000;STF;SCF;03681;
416;5;130;PPRMGZ9080;MUFA PP GZ PN20  90x3";MGZ90X3;ZGRZEWANA;B;1.000;;1161021;I;DMWL01;14253223;1;1000;STE;SCE;03675;
417;5;130;ECUBEBUSTE;BATERIA UMYWALKOWA EUROCUBE STOJĄCA;2312700E;PRZEP. 5.8L Z MECH.ZAM. CHROM;B;2.000;;1170118;S;GRHE01;14278901;1;8000;SXF;STF;03332;
418;5;130;AMBIBUSCPEN18;! BATERIA UMYWALKOWA AMBIENTA ŚC.POD.EL.;532440575;NAT. WYL.186 MM CHROM  DO 38243;B;1.000;;1170111;S;KLOP01;14276474;1;30000;STF;SCF;03332;
419;5;130;AMBIBWPENZZ;BATERIA WANNOWA AMBIENTA PODT.EL.NAT.;536570575;Z ZAW. ZWROTNYM CHROM   DO 88011;B;1.000;;1170111;S;KLOP01;14276474;1;40000;STF;SCF;03332;
420;5;130;AMBIBWPENZZ;BATERIA WANNOWA AMBIENTA PODT.EL.NAT.;536570575;Z ZAW. ZWROTNYM CHROM   DO 88011;B;1.000;;1170111;S;KLOP01;14276474;1;47000;STF;SCF;03332;
